KLAX,33.94250107,-118.4079971
KORD,41.97859955,-87.90480042
KJFK,40.63980103,-73.77890015
KATL,33.63669967651367,-84.4281005859375
KSFO,37.61899948120117,-122.375
KEWR,40.692501068115234,-74.168701171875
KLAS,36.08010101,-115.1520004
KDFW,32.89680099487305,-97.03800201416016
KMCO,28.429399490356445,-81.30899810791016
KDEN,39.861698150635,-104.672996521
KMIA,25.79319953918457,-80.29060363769531
KLGA,40.77719879,-73.87259674
KIAD,38.94449997,-77.45580292
KPHX,33.43429946899414,-112.01200103759766
KSEA,47.44900131225586,-122.30899810791016
KBOS,42.36429977,-71.00520325
KPHL,39.87189865112305,-75.24109649658203
KIAH,29.984399795532227,-95.34140014648438
KCLT,35.2140007019043,-80.94309997558594
KDCA,38.8521,-77.037697
KDTW,42.212398529052734,-83.35340118408203
KMSP,44.881999969499994,-93.22180175780001
KSLC,40.78839874267578,-111.97799682617188
KSAN,32.7336006165,-117.190002441
KFLL,26.072599411010742,-80.15270233154297
KMDW,41.7859992980957,-87.75240325927734
KSTL,38.74869918823242,-90.37000274658203
PHNL,21.318700790405273,-157.9219970703125
KBWI,39.17539978,-76.66829681
KPDX,45.58869934,-122.5979996
KCVG,39.0488014221,-84.6678009033
KTPA,27.975500106811523,-82.533203125
KMSY,29.99340057373047,-90.25800323486328
KOAK,37.72129821777344,-122.22100067138672
KPIT,40.49150085,-80.23290253
KRDU,35.877601623535156,-78.7874984741211
KSJC,37.36259841918945,-121.92900085449219
KAUS,30.194499969482422,-97.6698989868164
KMEM,35.04240036010742,-89.97669982910156
KBNA,36.1245002746582,-86.6781997680664
KSNA,33.67570114,-117.8679962
KSAT,29.533700942993164,-98.46980285644531
KMCI,39.2976,-94.713898
KHOU,29.64539909,-95.27890015
KCLE,41.4117012024,-81.8498001099
KIND,39.7173,-86.294403
KDAL,32.84709930419922,-96.85179901123047
KABQ,35.040199279785156,-106.60900115966797
KMKE,42.947200775146484,-87.89659881591797
KCMH,39.99800109863281,-82.89189910888672
KTUS,32.1161003112793,-110.94100189208984
PANC,61.174400329589844,-149.99600219726562
